"Name: SkuLevels"
"Date/Time: 2025-06-12 13:20:30"

Location,Part,Part Description,Dealer Net price (UCS16),Assortment Group (SC8),Production ROP,Production Stock Maximum,Optimized ROP,Optimized Stock Maximum ,Fixed ROP (Post-Optimization),Fixed Stock Maximum (Post-Optimization),End Date,Override Reason,Override Status,Comment,Demand 12 months (UCS19),On Hand New,Bin Location (UCS18),Production Status,Total Period Forecast,AssortmentId (UCPM2),Type of Phase Out (SC4),Effective Lead Time
70965,2303268,filler pipe,114.92,D,-1,0,-1,0,,,,,,,1,2,008-3F,Promoted To Production,0.0833,"=""1000""",Planned,7.00
70966,2303268,filler pipe,114.92,D,1,2,1,2,,,,,,,3,2,008-3E1,Promoted To Production,0.2675,"=""1000""",Planned,11.00
70911,2303271,lid,34.57,D,1,2,1,2,,,,,,,6,2,1F10B05,Promoted To Production,0.6572,"=""1000""",Planned,9.00
70912,2303271,lid,34.57,D,2,3,2,3,,,,,,,15,4,A03J017,Promoted To Production,1.2308,"=""1000""",Planned,9.00
70913,2303271,lid,34.57,D,2,3,2,3,,,,,,,12,3,1L01D03,Promoted To Production,0.9647,"=""1000""",Planned,9.00
70965,2303271,lid,34.57,D,4,6,4,6,,,,,,,22,5,008-5B,Promoted To Production,1.7692,"=""1000""",Planned,7.00
70966,2303271,lid,34.57,D,4,6,4,6,,,,,,,23,5,011-5E,Promoted To Production,2.1279,"=""1000""",Planned,11.00
76169,2303271,lid,34.57,D,2,4,2,4,,,,,,,8,3,1A01B03,Promoted To Production,0.7049,"=""1000""",Planned,10.00
70966,2303274,tube,106.21,D,-1,0,-1,0,,,,,,,0,1,008-3B2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,2303905,clamp,111.43,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2304243,shaft,"1,171.13",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,2304488,cover,29.77,D,-1,0,-1,0,,,,,,,0,1,1B06B06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2304488,cover,29.77,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2304488,cover,29.77,D,-1,0,-1,0,,,,,,,0,0,009-2B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2304488,cover,29.77,D,-1,0,-1,0,,,,,,,0,0,011-5A,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,2304517,hub cover,"11,236.79",D,-1,0,-1,0,,,,,,,0,1,1G01D06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2304578,cable h,220.32,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2304578,cable h,220.32,D,-1,0,-1,0,,,,,,,1,0,012-2E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,2304579,cable h,220.32,D,-1,0,-1,0,,,,,,,0,0,012-2D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,2304661,trim panel,447.74,D,-1,0,-1,0,,,,,,,0,0,D06F01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,2304661,trim panel,447.74,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70912,2304662,trim panel,447.74,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2304662,trim panel,447.74,D,-1,0,-1,0,,,,,,,1,0,011-022,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2304671,nut,3.47,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2304704,mudguard seal,616.93,D,-1,0,-1,0,,,,,,,1,1,29-2A,Promoted To Production,0.1667,"=""1000""",Planned,7.00
70913,2304729,mudguard seal,430.81,D,-1,0,-1,0,,,,,,,2,1,4A02A02,Promoted To Production,0.6667,"=""1000""",Planned,9.00
70965,2304729,mudguard seal,430.81,D,-1,0,-1,0,,,,,,,1,1,21-000,Promoted To Production,0.2000,"=""1000""",Planned,7.00
70966,2305447,suction pipe,945.57,D,-1,0,-1,0,,,,,,,0,0,011-031,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,2305632,mesh,787.68,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2305632,mesh,787.68,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2305632,mesh,787.68,D,0,1,0,1,,,,,,,3,1,27-2A,Promoted To Production,0.2825,"=""1000""",Planned,7.00
70966,2305632,mesh,787.68,D,-1,0,-1,0,,,,,,,1,0,011-013,Promoted To Production,0.0833,"=""1000""",Planned,11.00
70912,2305702,hose,617.05,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Discontinued,9.00
70966,2305703,hose,380.24,D,-1,0,-1,0,,,,,,,0,0,008-1A,Promoted To Production,0.0000,"=""1000""",Discontinued,11.00
70913,2306175,hose,145.36,D,-1,0,-1,0,,,,,,,0,1,1F12G01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2306175,hose,145.36,D,-1,0,-1,0,,,,,,,1,0,008-1F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2306536,frame,948.17,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2306536,frame,948.17,D,-1,0,-1,0,,,,,,,2,0,28-2A,Promoted To Production,0.1667,"=""1000""",Planned,7.00
70966,2306536,frame,948.17,D,-1,0,-1,0,,,,,,,1,0,011-024,Promoted To Production,0.2500,"=""1000""",Planned,11.00
70965,2306938,mat,250.92,D,-1,0,-1,0,,,,,,,0,1,29-3B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,2306996,bracket,68.65,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2307067,cable terminal,42.97,D,-1,0,-1,0,,,,,,,0,8,1E06B03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307641,mesh,224.33,D,-1,0,-1,0,,,,,,,0,2,D05D01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307641,mesh,224.33,D,-1,0,-1,0,,,,,,,0,0,28-4E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70913,2307642,mesh,380.38,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2307642,mesh,380.38,D,-1,0,-1,0,,,,,,,1,0,011-022,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70966,2307647,mesh,249.52,D,-1,0,-1,0,,,,,,,0,0,011-031,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,2307649,mesh,203.03,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70912,2307649,mesh,203.03,D,-1,0,-1,0,,,,,,,0,0,1D04I02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307649,mesh,203.03,D,-1,0,-1,0,,,,,,,0,0,29-4A,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,2307650,mesh,380.06,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2307650,mesh,380.06,D,-1,0,-1,0,,,,,,,1,0,011-022,Promoted To Production,0.3333,"=""1000""",Planned,11.00
70912,2307654,mesh,254.70,D,-1,0,-1,0,,,,,,,0,0,1M01A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307654,mesh,254.70,D,-1,0,-1,0,,,,,,,0,0,28-1B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,2307655,mesh,270.45,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307660,mesh,242.52,D,-1,0,-1,0,,,,,,,0,0,D03G01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307662,mesh,302.54,D,-1,0,-1,0,,,,,,,0,0,28-1B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2307668,mesh,573.40,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307668,mesh,573.40,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307668,mesh,573.40,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2307671,mesh,818.40,D,-1,0,-1,0,,,,,,,0,1,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307671,mesh,818.40,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,2307671,mesh,818.40,D,-1,0,-1,0,,,,,,,0,0,1A02A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307671,mesh,818.40,D,-1,0,-1,0,,,,,,,2,0,29-4C,Promoted To Production,0.1625,"=""1000""",Planned,7.00
70966,2307671,mesh,818.40,D,-1,0,-1,0,,,,,,,1,0,011-035,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,2307674,mesh,715.31,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307674,mesh,715.31,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307674,mesh,715.31,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2307674,mesh,715.31,D,-1,0,-1,0,,,,,,,1,0,011-013,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,2307678,mesh,709.30,D,-1,0,-1,0,,,,,,,0,1,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307678,mesh,709.30,D,-1,0,-1,0,,,,,,,0,0,PISO 03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307678,mesh,709.30,D,0,1,0,1,,,,,,,5,1,29-5A,Promoted To Production,0.4150,"=""1000""",Planned,7.00
70966,2307678,mesh,709.30,D,-1,0,-1,0,,,,,,,2,0,011-013,Promoted To Production,0.2000,"=""1000""",Planned,11.00
76169,2307678,mesh,709.30,D,-1,0,-1,0,,,,,,,0,0,1D01A04,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,2307679,shielding net,600.53,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2307679,shielding net,600.53,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2307679,shielding net,600.53,D,0,1,0,1,0,1,"Jul 31, 2025",4 - Change in demand,Approved,Peça Com Baixo Giro,4,1,29-2C,Promoted To Production,0.3500,"=""1000""",Planned,7.00
70966,2307679,shielding net,600.53,D,-1,0,-1,0,,,,,,,1,1,011-013,Promoted To Production,0.0833,"=""1000""",Planned,11.00
70911,2308200,gasket kit,494.26,D,0,4,0,4,,,,,,,32,4,1D04C01,Promoted To Production,1.8333,"=""1000""",Planned,9.00
70912,2308200,gasket kit,494.26,D,4,12,4,12,,,,,,,72,8,B03F06,Promoted To Production,6.1759,"=""1000""",Planned,9.00
70913,2308200,gasket kit,494.26,D,0,1,0,1,,,,,,,8,3,1C04D06,Promoted To Production,0.3250,"=""1000""",Planned,9.00
70965,2308200,gasket kit,494.26,D,0,5,0,5,,,,,,,101,15,12-000,Promoted To Production,3.8250,"=""1000""",Planned,7.00
70966,2308200,gasket kit,494.26,D,4,8,4,8,,,,,,,44,14,003-2B3,Promoted To Production,3.6916,"=""1000""",Planned,11.00
76169,2308200,gasket kit,494.26,D,-1,0,-1,0,,,,,,,12,0,1F01F02,Promoted To Production,1.2372,"=""1000""",Planned,10.00
70911,2308201,gasket kit,645.11,D,0,6,0,6,,,,,,,24,7,1D04C03,Promoted To Production,2.8410,"=""1000""",Planned,9.00
70912,2308201,gasket kit,645.11,D,0,5,0,5,,,,,,,89,1,B04F002,Promoted To Production,4.9825,"=""1000""",Planned,9.00
70913,2308201,gasket kit,645.11,D,0,5,0,5,,,,,,,54,22,1F08F03,Promoted To Production,4.6188,"=""1000""",Planned,9.00
70965,2308201,gasket kit,645.11,D,0,5,0,5,,,,,,,161,26,12-000,Promoted To Production,9.0000,"=""1000""",Planned,7.00
70966,2308201,gasket kit,645.11,D,12,20,12,20,,,,,,,229,56,003-5E2,Promoted To Production,19.2551,"=""1000""",Planned,11.00
76169,2308201,gasket kit,645.11,D,0,5,0,5,,,,,,,18,1,1G01B02,Promoted To Production,2.5500,"=""1000""",Planned,10.00
70913,2308258,socket,191.93,N,-1,0,-1,0,,,,,,,0,1,1L08H01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2308384,stud,30.15,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,2308635,bush,181.64,D,-1,0,-1,0,,,,,,,2,0,1E05D02,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70913,2308635,bush,181.64,D,-1,0,-1,0,,,,,,,3,1,1F01D06,Promoted To Production,0.3215,"=""1000""",Planned,9.00
70965,2308635,bush,181.64,D,0,3,0,3,,,,,,,16,1,004-5C,Promoted To Production,1.6667,"=""1000""",Planned,7.00
70966,2308635,bush,181.64,D,-1,0,-1,0,,,,,,,0,4,005-4D3,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,2308635,bush,181.64,D,-1,0,-1,0,,,,,,,2,0,1I01F07,Promoted To Production,0.2143,"=""1000""",Planned,10.00
70911,2308777,APS,"11,579.02",D,-1,0,-1,0,,,,,,,0,0,1A06D03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2308777,APS,"11,579.02",D,0,1,0,1,,,,,,,4,2,B02D01,Promoted To Production,0.4000,"=""1000""",Planned,9.00
70966,2308777,APS,"11,579.02",D,-1,0,-1,0,,,,,,,1,0,011-044,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,2308978,switch panel,295.93,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2308978,switch panel,295.93,D,-1,0,-1,0,,,,,,,0,1,010-4E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,2308979,switch panel,295.93,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2308979,switch panel,295.93,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2308979,switch panel,295.93,D,-1,0,-1,0,,,,,,,0,0,011-2E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,2309229,bracket,338.72,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,2309229,bracket,338.72,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2309229,bracket,338.72,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2309257,washer,6.28,D,-1,0,-1,0,,,,,,,0,0,009-3C,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2309494,sealing kit,"1,482.71",D,-1,0,-1,0,,,,,,,0,0,1G05G04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2310273,safety valve,502.52,D,-1,0,-1,0,,,,,,,0,0,1F03F02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2310273,safety valve,502.52,D,-1,0,-1,0,,,,,,,0,0,002-1D,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,2310365,contact housing,368.91,D,-1,0,-1,0,,,,,,,0,0,009-3C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,2310450,radar,100.12,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2310614,gasket,81.00,D,-1,0,-1,0,,,,,,,0,0,C05F01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2310614,gasket,81.00,D,-1,0,-1,0,,,,,,,0,0,13-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2310614,gasket,81.00,D,-1,0,-1,0,,,,,,,0,3,Not binned,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,2310615,coolant pump,"1,678.44",D,0,1,0,1,,,,,,,6,1,1C05D04,Promoted To Production,0.5520,"=""1000""",Planned,9.00
70912,2310615,coolant pump,"1,678.44",D,-1,0,-1,0,,,,,,,2,2,C01C02,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70913,2310615,coolant pump,"1,678.44",D,0,2,0,2,,,,,,,7,2,1B08A05,Promoted To Production,0.5652,"=""1000""",Planned,9.00
70965,2310615,coolant pump,"1,678.44",D,0,2,0,2,,,,,,,5,3,001-16C,Promoted To Production,0.5275,"=""1000""",Planned,7.00
70966,2310615,coolant pump,"1,678.44",D,0,1,0,1,,,,,,,10,1,011-036,Promoted To Production,0.8392,"=""1000""",Planned,11.00
76169,2310615,coolant pump,"1,678.44",D,-1,0,-1,0,,,,,,,1,2,1B01D02,Promoted To Production,0.0833,"=""1000""",Planned,10.00
70965,2310781,cushion support,921.75,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,2310794,cushion support,921.75,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70913,2310942,fuel pipe,147.10,D,-1,0,-1,0,,,,,,,0,0,1B05G05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310942,fuel pipe,147.10,D,-1,0,-1,0,,,,,,,0,0,007-3C2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2310943,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,1B05H03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310943,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,007-3C3,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2310944,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,1F06E01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310944,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,007-3C4,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2310946,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,1B05H01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310946,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,007-3A5,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2310948,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,1B05H05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310948,fuel pipe,226.07,D,-1,0,-1,0,,,,,,,0,0,007-3A6,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,2310949,fuel pipe,228.58,D,-1,0,-1,0,,,,,,,0,0,1B05H02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,2310949,fuel pipe,228.58,D,-1,0,-1,0,,,,,,,0,0,007-3B2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,2311032,end piece,57.59,D,-1,0,-1,0,,,,,,,0,4,010-5B,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,2311076,pipe assembly,356.05,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2311420,bumper cover,"1,717.13",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2311420,bumper cover,"1,717.13",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,2311420,bumper cover,"1,717.13",D,-1,0,-1,0,,,,,,,1,1,DEP3-12,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70965,2311420,bumper cover,"1,717.13",D,-1,0,-1,0,,,,,,,1,0,23-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2311420,bumper cover,"1,717.13",D,-1,0,-1,0,,,,,,,2,0,011-052,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,2311423,cover,22.50,D,-1,0,-1,0,,,,,,,0,0,1F09C07,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2311423,cover,22.50,D,1,2,1,2,,,,,,,5,3,B05C019,Promoted To Production,0.3496,"=""1000""",Planned,9.00
70913,2311423,cover,22.50,D,-1,0,-1,0,,,,,,,1,2,1G05E05,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70965,2311423,cover,22.50,D,4,6,4,6,,,,,,,16,6,008-5E,Promoted To Production,1.3718,"=""1000""",Planned,7.00
70966,2311423,cover,22.50,D,3,4,3,4,,,,,,,7,3,011-1E,Promoted To Production,0.6301,"=""1000""",Planned,11.00
76169,2311423,cover,22.50,D,-1,0,-1,0,,,,,,,2,0,NOT BINNED,Promoted To Production,0.4000,"=""1000""",Planned,10.00
70911,2311424,cover,23.08,D,-1,0,-1,0,,,,,,,0,1,1C06C10,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2311424,cover,23.08,D,-1,0,-1,0,,,,,,,2,2,A06I002,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70913,2311424,cover,23.08,D,-1,0,-1,0,,,,,,,2,3,1K01H02,Promoted To Production,0.2500,"=""1000""",Planned,9.00
70965,2311424,cover,23.08,D,-1,0,-1,0,,,,,,,2,7,008-5E,Promoted To Production,0.2000,"=""1000""",Planned,7.00
70966,2311424,cover,23.08,D,4,6,4,6,,,,,,,9,6,004-5D3,Promoted To Production,0.7308,"=""1000""",Planned,11.00
76169,2311424,cover,23.08,D,-1,0,-1,0,,,,,,,1,2,1A01B04,Promoted To Production,0.0833,"=""1000""",Planned,10.00
70911,2311427,cover,23.08,D,-1,0,-1,0,,,,,,,0,0,1F11B03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2311427,cover,23.08,D,2,4,2,4,,,,,,,7,3,A06I005,Promoted To Production,0.6963,"=""1000""",Planned,9.00
70913,2311427,cover,23.08,D,1,2,1,2,,,,,,,3,3,1B04C01,Promoted To Production,0.3125,"=""1000""",Planned,9.00
70965,2311427,cover,23.08,D,2,3,2,3,,,,,,,12,3,008-5E,Promoted To Production,0.8333,"=""1000""",Planned,7.00
70966,2311427,cover,23.08,D,3,4,3,4,,,,,,,8,4,010-2B,Promoted To Production,0.7956,"=""1000""",Planned,11.00
76169,2311427,cover,23.08,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.3333,"=""1000""",Planned,10.00
70911,2311428,cover,21.46,D,-1,0,-1,0,,,,,,,2,2,1A07C03,Promoted To Production,0.1611,"=""1000""",Planned,9.00
70912,2311428,cover,21.46,D,1,2,1,2,,,,,,,3,2,B03G013,Promoted To Production,0.2825,"=""1000""",Planned,9.00
70913,2311428,cover,21.46,D,2,3,2,3,,,,,,,5,3,1F11B06,Promoted To Production,0.4190,"=""1000""",Planned,9.00
70965,2311428,cover,21.46,D,2,3,2,3,,,,,,,5,3,008-5A,Promoted To Production,0.6108,"=""1000""",Planned,7.00
70966,2311428,cover,21.46,D,4,6,4,6,,,,,,,13,6,011-3B,Promoted To Production,1.0957,"=""1000""",Planned,11.00
76169,2311428,cover,21.46,D,-1,0,-1,0,,,,,,,0,1,1G01F02,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70965,2311599,air pipe,"1,226.17",D,-1,0,-1,0,,,,,,,1,0,004-4E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,2311977,layshaft,"10,052.22",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,2311977,layshaft,"10,052.22",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2311977,layshaft,"10,052.22",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2311977,layshaft,"10,052.22",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,2312066,sunvisor,"1,058.61",D,-1,0,-1,0,,,,,,,0,0,22-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2312066,sunvisor,"1,058.61",D,-1,0,-1,0,,,,,,,2,0,011-060,Promoted To Production,0.1750,"=""1000""",Planned,11.00
70911,2312092,sunvisor,"1,333.87",D,-1,0,-1,0,,,,,,,0,0,2C11A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,2312092,sunvisor,"1,333.87",D,-1,0,-1,0,,,,,,,0,0,AMZ-29,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2312092,sunvisor,"1,333.87",D,-1,0,-1,0,,,,,,,0,0,22-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,2312092,sunvisor,"1,333.87",D,0,1,0,1,,,,,,,3,1,011-058,Promoted To Production,0.2450,"=""1000""",Planned,11.00
70911,231795,gasket,32.31,D,-1,0,-1,0,,,,,,,1,1,2A05D02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,231795,gasket,32.31,D,-1,0,-1,0,,,,,,,0,3,1K11C02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,231795,gasket,32.31,D,-1,0,-1,0,,,,,,,0,2,001-8E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70913,232006,exhaust bellows,"2,914.07",D,-1,0,-1,0,,,,,,,0,1,1E02G01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,2322959,cover,482.50,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2322959,cover,482.50,D,-1,0,-1,0,,,,,,,2,0,NOT BINNED,Promoted To Production,0.4000,"=""1000""",Planned,7.00
70966,2322959,cover,482.50,D,-1,0,-1,0,,,,,,,1,0,011-024,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,2323478,bleed nipple,26.40,D,-1,0,-1,0,,,,,,,4,4,NOT BINNED,Promoted To Production,1.3333,"=""1000""",Planned,9.00
76169,2323478,bleed nipple,26.40,D,-1,0,-1,0,,,,,,,0,0,1C01B04,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70912,2323511,A-pillar,229.74,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,2323511,A-pillar,229.74,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,2323511,A-pillar,229.74,D,0,1,0,1,,,,,,,3,1,29-5D,Promoted To Production,0.1667,"=""1000""",Planned,7.00
